name,bio
Aesop,"Greek slave. Many of the 200+ fables attributed to him may not have
been his own, but since his name is synonymous with fables they were
credited to him anyway. Sentenced to death for heresy. Was thrown from
the edge of a cliff, c. 560 BC. The excepted dates of his birth and
death would mean that he lived to around 60, remarkable for his
time."
Arthur_Rimbaud,"Arthur Rimbaud was born on 20 October 1854 in Charleville-Mézières, Ardennes, France. He was a writer, known for Ein großer graublauer Vogel (1970), Ardiente paciencia (1983) and Криминальные любовники (1999). He died on 10 November 1891 in Marseille, Bouches-du-Rhône, France."
Aristophanes,"Ancient Greek poet and comic dramatist Aristophanes was the son of
Philippus of Athens. A leading exponent of the Athenian ""Old Comedy,""
Aristophanes lived most of his life during the Peloponnesian War
against Sparta (431-404). Some of his works include ""Acharnians"" (425),
""Knights"" (424), ""In the Clouds"" (423), ""In the Wasps"" (422), ""The
Peace"" (421), ""The Birds"" (414), ""In Lysistrata"" (411), ""The
Thesmophoriazusae"" (411), ""In the Frogs"" (405; it won the first prize
at the Lenaean festival), ""In the Ecclesiazusae"" (392) and ""In the
Plutus"" (388). He is the only exponent of the Athenian Old Comedy who
has left us complete plays. In his day comic plays were performed at
Athens annually at the festivals of Dionysus and Lenaea, at which
occasions five poets competed, each producing a single play. The
targets of Aristophanes' humor includes notable politicians (Pericles,
Cleon, Hyperbolus), poets (Euripides) and
philosophers (Socrates), to name a
few. Aristophanes often makes fun of cultural innovators (although the
construction of his plays shows that he was one of them himself),
whereas the characters with whom he expresses sympathy are usually
people who just want to be left to enjoy themselves in traditional
ways."
Ivan_Turgenev,"Ivan Turgenev was born into a wealthy landowning family with many
serfs, in the city of Oryol in Southern Russia. His father, a cavalry
colonel, died when he was 15, and he was raised by his abusive mother,
who ruled her 5000 serfs ruthlessly with a whip. He never married, but
fathered a daughter with one of their family serfs. Turgenev studied at
Universities of Moscow, St. Petersburg, and Berlin, and later in his
life received a Doctorate degree from Oxford. Turgenev lived in Western
Europe for most of his life and admired the advancements of the Western
civilization. He advocated modernization of Russia and liberation of
serfs. In ""A Sportsman's Sketches"" (1852) he bitterly criticized
serfdom, and in ""A Nest of Nobles"" (1859), and ""On the Eve"" he focused
on the social and political troubles brewing in Russia. In his
masterpiece ""Fathers and Sons"" (1862) Turgenev presented a man of the
new generation, an educated and open-minded medical student Basarov, in
a conflict with the old generation of 'fathers', who are standing for
the ultra-conservative Russia. After being wildly attacked by Russian
critics, Turgenev retired in Europe, living in Baden-Baden and Paris
where he had a life-long affair with the celebrated singer Pauline
Garcia-Viardot. His late stories ""First Love"", ""Asya"", ""Torrents of
Spring"", and a collection of ""Poetry in Prose"" are among the finest in
all of the Russian literature. He died in Bougival, near Paris, and was
buried in St. Petersburg, Russia. Turgenev's influence may be found in
Western literature; in the works of
Gustave Flaubert, and also
Ernest Hemingway, who regarded ""A
Sportsman's Sketches"" as his favorite book. ."
Sophocles,"Versatile Greek poet and tragic dramatist. He was the son of Sophilus,
a wealthy arms manufacturer. Sophocles studied tragedy under Aeschylus,
whom he subsequently defeated in the dramatic festival of 468 BC, thus
gaining his first victory at these competitions. He became a general
under Nicias and after the failure of the Athenian expedition to
Syracuse (413) was appointed one of the special commissioners to deal
with the emergency. He was a priest of Amynos, a god of healing, and
offered his own house as a place of worship for the healing deity
Asclepius until his temple was ready. In addition, he founded a
literary and musical society. His descendants were also tragedians -
his son Iophon and grandson Sophocles the younger. Unlike his rival
Euripides, he had very early acquired a favorable public. About 130
plays were attributed to him, (7 of which were subsequently reckoned
spurious). In the dramatic competitions he probably won 24
victories--that is to say, 24 of his tetralogies (each comprising 3
tragedies and a satyr play) were successful. Seven of his tragedies
have survived viz. Ajax, Antigone, Oedipus Rex, Electra, the Trachinian
Women, Philoctetes and Oedipus at Colonus (his last play performed in
401 after his death). Sophocles died just before the catastrophic end
of the Peloponnesian War."
Moliere,"Born between January 13 and January 15 of the year 1622, from a 25yo
tapestry-maker, Jean Poguelin (who worked for the King of France from
1631), and a 20yo woman, Marie Cresé, in Paris, Jean-Baptiste Poquelin
lost his mother when he was 10. From 1638 to 1640, he studied in the
Jesuit college of Clermont, then started a brief lawyer career and
pursued his father's work under Louis XIII, especially in Narbonne,
until the King's death in 1643, when Jean-Baptiste co-founded
L'Illustre Théâtre, installed at the jeu de paume des Métayers
(faubourg Saint-Germain, Paris). He chose his nom-de-plume Molière in
1644 but his company had some financial difficulties due to a lack of
success: Molière was imprisoned twice in 1645 for debts. The troupe
moved several times in different parts of France (Lyon, Grenoble,
Dijon, Narbonne...) and they became the troupe of the Prince de Conti
in 1653 (in Pézenas, Languedoc).In 1654, Molière presented his first play, ""L'Etourdi"", in Lyon, then
""Le Dépit amoureux"" in Béziers in 1656. But the same year the troupe
lost its grants from de Conti, who was becoming extremely unfavorable
to theater creation. Back to Paris in 1658, under the protection of the
King's brother, they played ""Nicomède"" and ""Le Docteur amoureux"" at the
Vieux-Louvre in front of the King (Louis XIV) and his court. Louis XIV
offered Molière to play at the Petit-Bourbon where his first 2 plays
eventually had great success. In 1659, Molière presented his third
play, ""Les Précieuses Ridicules"". After his younger brother's death,
Molière re-took in charge the familial tapestry-making business and
kept it until his death. The same year, he presented ""Sganarelle ou le
Cocu imaginaire"" and the troupe was moved to the Palais-Royal. Rival
comedians tried to divide Molière's troupe but failed. Molière
successively presented ""L'Ecole des maris"" in 1661 and ""L'Ecole des
femmes"" in 1662.He married Armande Béjart in 1662 (the year Molière and his troupe were
accepted at the King's court), they had a son Louis in 1664 (Louis XIV
was his godfather) but the latter died before his first birthday. The
same year, members of the Compagnie du Saint-Sacrement tried to ban
Molière's play ""Le Tartuffe"" but it was shown in May. Molière's troupe
also presented Jean Racine's first play ""La Thebaïde"" then ""Alexandre"" the
following year, but the troupe learnt that Racine made his play been
performed elsewhere too, which brought a tension between the two
authors. Armande gave birth to their daughter Esprit-Madeleine in 1665.
Molière premiered ""Dom Juan"" in 1665, ""Le Misanthrope"" and ""Le Médecin
malgré lui"" in 1666. In 1667 the troupe plaid Pierre Corneille's ""Attila"" and
Molière's ""L'Imposteur"", which was only presented once because
immediately banned. Molière had his first health problems. The troupe
presented ""Amphitryon"", ""George Dandin"" and ""L'Avare"" in 1668,
""Tartuffe"" again in 1669 (the year Molière's father died), ""Le
Bourgeois Gentilhomme"" in 1670, ""Les Fourberies de Scapin"" and ""Psyché""
in 1671, ""Les Femmes savantes"" in 1672.Molière had a quarrel with Jean-Baptiste Lully in 1672 over the right of using
music in plays since Lully ruled the music utilization with his
""académie royale de musique"". Molière's second son,
Pierre-Jean-Baptiste-Armand, was born the same year but died a few days
after his baptism. In February 1673, during the 4th performance of his
last play, ""Le Malade Imaginaire"", Molière fell and died a few hours
later in his house (rue de Richelieu, Paris). His wife obtained from
the King the right to bury his corpse in a cemetery, which was normally
unauthorized for a comedian. Her daughter was his only child to live
long enough to have children but didn't, therefore Molière had no
direct descendants."
Charles_Dickens,"Charles Dickens' father was a clerk at the Naval Pay Office, and
because of this the family had to move from place to place: Plymouth,
London, Chatham. It was a large family and despite hard work, his
father couldn't earn enough money. In 1823 he was arrested for debt and
Charles had to start working in a factory, labeling bottles for six
shillings a week. The economy eventually improved and Charles was able
to go back to school. After leaving school, he started to work in a
solicitor's office. He learned shorthand and started as a reporter
working for the Morning Chronicle in courts of law and the House of
Commons. In 1836 his first novel was published, ""The Pickwick Papers"".
It was a success and was followed by more novels: ""Oliver Twist""
(1837), ""Nicholas Nickleby"" (1838-39) and ""Barnaby Rudge"" (1841). He
traveled to America later that year and aroused the hostility of the
American press by supporting the abolitionist (anti-slavery) movement.
In 1858 he divorced his wife Catherine, who had borne him ten children.
During the 1840s his social criticism became more radical and his
comedy more savage: novels like ""David Copperfield"" (1849-50), ""A Tale
of Two Cities"" (1959) and ""Great Expectations"" (1860-61) only increased
his fame and respect. His last novel, ""The Mystery of Edwin Drood"", was
never completed and was later published posthumously."
Maxim_Gorky,"Maksim Gorky is a pseudonym of Aleksei Maksimovich Peshkov, who was
born into a poor Russian family in Nizhnii Novgorod on Volga river.
Gorky lost his father at an early age, he was beaten by his stepfather
and became an orphan at age 9, when his mother died. He was brought up
by his grandmother, who helped his development as a storyteller.He was blessed with a brilliant memory, but failed to enter a
University of Kazan. At age 19 he survived a suicide attempt, because
the bullet missed his heart. After that Gorky traveled on foot for 5
years all over Central Russia, worked as a sailor on a Volga steamboat,
then a salesperson, a railway worker, a salt miller, and a lawyer's
clerk. At that time he was arrested for his public criticism of the
Tsar and social injustices in Russia. He started writing for newspapers
and published his first 'Sketches and Stories' in 1890s. Later he wrote
an autobiographic book ""My Universities"" based on impressions from his
travels and jobs. Gorky wrote with sympathy about the simple folks, the
outcasts, the gypsies, the hobos and dreamers in the context of social
decay in the Russian Empire. He became friends with Anton Chekhov and
Lev Tolstoy. His play 'The Lower Depths' (1892) was praised by Chekhov and
was successfully played in Europe and the United States. His political
activism resulted in cancellation of his membership in the Russian
Academy. Anton Chekhov and Vladimir Korolenko left the Academy in protest and solidarity
with Gorky. He went to live in Europe and America in 1906-13. In
America he started his classic novel, 'The Mother', about a Russian
Christian woman and her imprisoned son, who both joined revolutionaries
under the illusion that revolution follows Christ's messages.After the Russian revolution in 1917, Gorky criticized Lenin and
communists for their ""bloody experiments on the Russian people"". He
wrote, 'Lenin and Trotsky are corrupted with the dirty poison of power.
They are disrespectful of human rights, freedom of speech and all other
civil liberties"". Soon Gorky received a handwritten warning letter from
Lenin. Later his friend Nikolai Gumilev, ex-husband of Anna Akhmatova was
executed by communists. In 1921 Gorky emigrated to Europe and settled
in Capri. He became careful in his critique of communism. In 1932 after
a series of brief visits, he returned to
Soviet Russia. He was placed in a rich Moscow mansion of the former
railroad tycoon Ryabushinsky. His return from the fascist Italy was a victory for Soviet
propaganda. He was made the Chairman of the Soviet Writer's Union, and
a figurehead of ""socialist realism"" . After the murder of Kirov in 1934
Gorky was under a house arrest. His son died in 1935. The following year Gorki
Gorky died suddenly at the Lenin's dacha in Moscow."
George_Orwell,"Born the son of an Opium Agent in Bengal, Eric Blair was educated in
England (Eton 1921). The joined the British Imperial Police in Burma,
serving until 1927. He then travelled around England and Europe, doing
various odd jobs to support his writing. By 1935 he had adopted the
'pen-name' of 'George Orwell' and had written his first novels. He
married in 1936. In 1937, he and his wife fought against the Fascists
in the Spanish Civil War. He produced some 3000 pages of essays and
newspaper articles as well as several books and programs for the
BBC."
Edgar_Allan_Poe,"Edgar Allan Poe was born on January 19, 1809, in Boston, Massachusetts.
His father, named David Poe Jr., and his mother, named Elizabeth Arnold
Hopkins Poe, were touring actors. Both parents died in 1811, and Poe
became an orphan before he was 3 years old. He was adopted by John
Allan, a tobacco merchant in Richmond, Virginia, and was sent to a
boarding school in London, England. He later attended the University of
Virginia for one year, but dropped out and ran up massive gambling
debts after spending all of his tuition money. John Allan broke off
Poe's engagement to his fiancée Sarah Royster. Poe was heartbroken,
traumatized, and broke. He had no way out and enlisted in the army in
May of 1827. At the same time Poe published his first book, ""Tamerlane
and Other Poems"" (1827). In 1829, he became a West Point cadet, but was
dismissed after 6 months for disobedience. By that time he published
""Al Aaraf"" (1929) and ""Poems by Edgar A. Poe"" (1831), with the funds
contributed by his fellow cadets. His early poetry, though written in
the manner of Lord Byron, already shows the musical effects of his
verses.Poe moved in with his widowed aunt, Maria Clemm, and her teenage
daughter, Virginia Eliza Clemm, whom he married before she was 14 years
old. He earned respect as a critic and writer. In his essays ""The
Poetic Principle"" and ""The Philosophy of Composition,"" Poe formulated
important literary theories. But his career suffered from his
compulsive behavior and from alcoholism. He did produce, however, a
constant flow of highly musical poems, of which ""The Raven"" (1845) and
""The Bells"" (1849) are the finest examples. Among his masterful short
stories are ""Ligeia"" (1838), ""The Fall of the House of Usher""(1839) and
""The Masque of the Red Death"". Following his own theory of creating ""a
certain unique or single effect"", Poe invented the genre of the
detective story. His works: ""The Murder in the Rue Morgue"" (1841) is
probably the first detective story ever published.Just when his life began to settle, Poe was devastated by the death of
his wife Virginia in 1847. Two years later he returned to Richmond and
resumed a relationship with his former fiancée, Sarah Royster, who, by
that time, was a widow. But shortly after their happy reconciliation he
was found unconscious on a street in Baltimore. Poe was taken to the
Washington College Hospital where Doctor John Moran diagnosed ""lesions
on the brain"" (the Doctor believed Poe was mugged). He died 4 days
later, briefly coming in and out of consciousness, just to whisper his
last words, ""Lord, help my poor soul."" The real cause of his death is
still unknown and his death certificate has disappeared. Poe's critic
and personal enemy, named Rufus Griswold, published an insulting
obituary; later he visited Poe's home and took away all of the writer's
manuscripts (which he never returned), and published his ""Memoir"" of
Poe, in which he forged a madman image of the writer.The name of the woman in Poe's poem ""Annabel Lee"" was used by Vladimir Nabokov
in 'Lolita' as the name for Humbert's first love, Annabelle Leigh.
Nabokov also used in 'Lolita' some phrases borrowed from the poem of
Edgar Allan Poe. ""The Fall of the House of Usher"" was set to music by
Claude Debussy as an opera. Sergei Rachmaninoff created a musical tribute to Poe by making
his favorite poem ""The Bells"" into the eponymous Choral
Symphony."
Publius_Vergilius_Maro,"Publius Vergilius Maro was born on 15 October 70 in Andes, Italy. Publius Vergilius was a writer, known for Troy: The Resurrection of Aeneas (2018), Великие представления (1971) and Вишбон: Собака-фантазер (1995). Publius Vergilius died on 21 September 19 in Brundisium [now Brindisi, Italy]."
Julio_Cortazar,"One of the most important Argentinian writers of all time, Julio
Cortazar was born in Belgium. When he was a child he went with his
parents to Argentina. She stayed in Buenos Aires until 1951, when he
went to Paris and he stayed in France until his death. His first book
of short stories was ""Bestiario"" published in 1951. After this, he
wrote many books of short stories like ""Final del Juego"" (1956), ""Todos
los fuegos el fuego"" (1966), ""Las armas secretas"" (1964). In this last
book he wrote the story ""El perseguidor"" based in the life of the great
alto sax player Charlie Parker. His most celebrated book was the novel
""Rayuela"" (1963). His short story ""Las Babas del Diablo"" was adapted by
Michelangelo Antonioni into the
the movie Фотоувеличение (1966). ""La autopista del
sur"" inspired the movie Уик-энд (1967)
directed by Jean-Luc Godard."
Oscar_Wilde,"A gifted poet, playwright, and wit; Oscar Wilde was a phenomenon in 19th-century England. He was illustrious for preaching the importance of style in life and art, and of attacking Victorian narrow-mindedness.Wilde was born in Dublin, Ireland. He studied at Trinity College in Dublin, before leaving the country to study at Oxford
University in England when he was in his early 20s. His prodigious literary talent was recognized when he received the Newdegate Prize for his outstanding poem ""Ravenna"". After leaving university, he began to cause a sensation, using sheer force of personality, as he published his first volume of poetry, ""Patience"", in 1881, followed by a play, ""The Duchess of Padua"", two years later.On his arrival in America, he stirred the nation with his flamboyancy: wearing silk stockings, and sporting long, flowing hair, which gave the impression, to many, of an effeminate, and he bore a general air of wittiness, sophistication, and eccentricity. He was an instant celebrity, but his works did not find recognition until the publication of ""The Happy Prince and Other Tales"" (1888). His other noted work was his only novel, ""The Picture of Dorian Gray"" (1890), which caused controversy, because it evidently attacked the hypocrisy of England, and its' obvious homosexual content was later used as incriminating evidence at Wilde's trial.Wilde was married, and he had two children, but he was also a gay man. He had an affair with a young aristocrat named Lord Alfred Douglas. Douglas' father, the Marquess of Queensberry, did not approve of his son's relationship with the distinguished writer, and when he accused Wilde of sodomy, Wilde sued him for libel. However, his case was dismissed when his homosexuality--which at the time was outlawed in England--was exposed. He was, as a result, arrested for 'gross indecency', tried, and sentenced to two years hard labor. Upon his release, he was penniless, and he was, as a result, reduced to living off of the generosity of friends, and of his wife, from whom he lived in a socially dictated separation. He did, however, begin to display some of his former glory in his efforts to reinvent himself as a kind of exposé writer and commentator, though his worthwhile, honest efforts were mostly unsuccessful, due to the prejudice his sentencing had caused, and that led him to understandable displays of dejection. He died in a Paris hotel room, just over three years after his release, likely from an ear injection contracted in prison. He was 46.Wilde is immortalized through his works, which remain popular, and have been, and continue to be, interpreted on stage, in films, and on television.Wilde was finally pardoned by the British government in 2017."
Jean_De_La_Fontaine,"Born in July 8, 1621, in Château-Thierry (Champagne, France), where his
father was in charge of Water, Forests and Hunting, Jean de la Fontaine
spent his whole childhood and adolescence in the countryside, where he
mainly studied Latin language. In 1641, he moved to Paris to continue
his study at the Oratoire, rue St Honoré. But he stayed there only for
18 months because he didn't like it. Then he studied law and became a
lawyer at the Parliament of Paris in 1649. Before that his father
married him to 14-years-old Marie Héricart in 1647. They later had a
son, Charles, in 1653. Then he decided to become a writer and first published l'Eunuque, in
1654, translated from Terentius's old version, then a heroic poem,
Adonis, in 1658, inspired by Ovid. The latter work allowed him to
have the admiration and protection of Nicolas Fouquet. But in 1661,
while La Fontaine was writing Le Songe de Vaux, Fouquet was disgraced,
arrested and put in jail by the king. Thus La Fontaine lost his
protection and was pursued for royal disgrace because of his
faithfulness with Fouquet, for who he wrote several poems including
Élégie aux nymphes de Vaux. Thus he left Paris for the Limousin.When he came back to Paris, his career restarted with the publication
of his Contes (divided in 5 books) from 1664 to 1674, his 243 Fables
from 1668 and his novel les amours de Psyché et Cupidon in 1669. He
successively found the protection of the Duchesse de Bouillon, the
Duchesse d'Orléans, Mme de La Sablière and finally Madame Hervart.
Elected at the Académie française in 1683, his passion for ancient
Greece and Rome brought him on the Ancients side during the century's
quarrel between Ancients and Moderns. He had a quite brilliant social
life and regularly saw the most famous writers of his time: Perrault,
Mme de Sévigné, Boileau, Molière, Racine and La Rochefoucauld.Nevertheless during the last two years of his life he gave up with
social life, was obliged to deny some of his work and devoted himself
to meditation. That's how he died in 1695. Nowadays some people still
say that Jean de la Fontaine copied everything he wrote (especially the
fables of Aesop and Phaedrus) but others defend him by saying that he
generally improved them and he also made us know the ancient authors he
liked and who would have been probably forgotten without him. ."
Rainer_Maria_Rilke,"Rainer Maria Rilke was born in Prague on the 4th of December 1878 as
the son of a military man working with railroads. After he visited a
military Upper School he tried to avoid the army and did the
preparations for the final exams and the final exams in private. He
went to university to study literature and art. Rilke left Germany for
a journey to Russia which had a big influenced on him. He settled down
1900 in Worpswede, a German village with artists only, most of them
painters. He married one of them, Clara Westhoff, but the marriage was
divorced in 1902. After journeys to Spain, North Africa, Egypt and
France he finally found a man with money: After World War One he
settled down in Switzerland in a castle owned by Werner Reinhart, but
free to use for him. On the 29th of December 1926 he died in a sanatory
in Valmont on Leucaemia. Rilke made some important contributions to the
German literature. His work, including the novel ""Malte Laurids Brigge""
and many famous poems, are the standing examples of the literary
""Jugendstil"", an epoche in which the authors tried to reflect their
inner views."
Lord_Byron,"Lord Byron seemed destined from birth to tragedy. His father was the
handsome but feckless Captain John ""Mad Jack"" Byron and his mother the
Scottish heiress Catherine Gordon, the only child of the Laird of
Gight.Captain Byron abandoned his wife and child leaving Catherine to bring
up young Byron on her own. A harsh and dependent parent, Catherine was
just the wrong sort of person to raise a sensitive child, clinging to
him one moment, and the next denouncing Byron as a ""lame brat."" Born
with a club foot, Byron (no-one ever called him George) was kept
separated from peers and his elder half-sister, Augusta, by his
over-protective mother. At fourteen he fell in love with a neighbor,
Mary Chaworth, and wrote love poetry to her. Byron was heartbroken,
however, when he overheard Mary callously call him ""that little lame
boy"" while talking to a friend.Always deeply sensitive about his deformity, he finally received
adequate medical care in his teens which corrected the problem. A
hedonist in school, Byron was popular and outgoing, though by his own
admission he did very little schoolwork. The publication of his poem,
""Childe Harold"", prompted Byron to remark famously, ""I awoke one day to
find myself famous."" When a distant cousin died, Byron unexpectedly
found himself heir to the baronetcy, at which point he became the 6th
Baron Byron. The most popular person in Regency London, he wrote more
poetry and carried on illicit affairs, most notably with Lady Caroline
Lamb, who inspired one of his best and shortest poems: ""Caro Lamb,
Goddamn.""After the spectacular flaming disintegration of his relationship with
Caroline, a woman stepped into his life who would become his greatest
love and the cause of his eventual downfall -- his half-sister,
Augusta. Augusta occupied the central place in his heart, and he wrote
many passionate poems in her honor.On April 15th, 1814, Augusta gave birth to Elizabeth Medora Leigh.
Byron was ecstatic over the birth of the girl, who was nicknamed
""Libby"". The child bore the name Leigh, and Augusta's husband, her
cousin Colonel George Leigh, apparently had no suspicions regarding her
paternity. Libby herself claimed in her autobiography she was always a
favorite of the Colonel's.Augusta herself pressured her brother Byron to wed, in order to avert a
scandal. He reluctantly chose the intelligent and confident Annabella
Milbanke, a cousin of his old flame Caroline Lamb. Enamoured with her
handsome husband, Annabella even became friendly with Augusta, but it
was not long before her marriage began to fall apart. Byron treated her
coldly, and was very disappointed when their only child, Ada Byron, was
not a boy.Byron went into self-imposed exile in Italy, though he remained in
contact with Augusta. Byron befriended fellow rogue poet Percy Bysshe
Shelley, who had shocked the world by running away and living in sin
with Mary Wollenstonecraft Godwin (better known as Mary Shelley, author
of ""Frankenstein""). Percy and Mary joined Byron for the summer at
Geneva, accompanied by Mary's stepsister, Claire Clairmont. Byron and
Claire had a brief romance, which resulted in daughter Allegra, who
Byron raised himself. Allegra saw little of her mother, and referred to
Byron's Italian mistress as ""mamma"". When Allegra died at the age of
six in 1822, Claire was enraged and refused to have anything to do with
Byron ever again. Depressed by both his daughter's death and the
drowning of Percy Bysshe Shelley, Byron took up a new cause - that of
Greek independence from the Ottoman Empire. Summoning support, he
arrived in Greece with weapons and supplies, but before he could join
the fight, went down with a deadly fever. He died in 1824, and his last
words were, ""My daughter! My sister!"""
Hans_Christian_Andersen,"Andersen experienced an unhappy childhood marked by deep poverty. When he was 14 years old, he left his parents' home and fled alone to Copenhagen. Here the director of the Royal Theater, Jonas Collin, took care of the child and gave him shelter and work. With his help, the young Hans Christian Andersen was also able to attend school. Inspired by his theater work, he began to write his first plays, which he later wanted to expand into stage plays. The first stories, stories and poems were created at this time. In 1822, Andersen's first plots were published with great success. He became a recognized writer in 1829 with his fantastic stories, which were entirely based on the example of the German writer Ernst Theodor Amadeus Hoffmann.Andersen's debut novel, ""The Improviser"", was written in 1835 and received extremely positive reviews from critics. The Danish philosopher and writer Sören Kierkegaard was critical of him in his 1837 work ""Only a Violinist"". From 1839 Andersen was provided with a state poet's salary. As a result, financially secure, he traveled to Europe, Asia and Africa. However, he spent most of his time in Germany. He recorded his adventures and experiences in dramas, novels and travel books. Anderson became a literary figure with worldwide recognition through his precise portrayal of individual characters, which the writer wrote in everyday language that was atypical at the time. The secret fears and longings of the characters were portrayed, and their exemplary behavior also represented an educational goal.During his literary work, Andersen wrote some of the most popular children's stories of modern times. Andersen's collected fairy tales and poems were published between 1835 and 1848 under the Danish title ""Eventyr, fortalte for børn"". His most successful stories include ""The Ugly Duckling"", ""The Emperor's New Clothes"", ""The Snow Queen"" and ""The Princess and the Pea"". Andersen's extensive legacy includes over 150 fairy tales, including ""The Little Mermaid"", which gave rise to the sculpture of the same name in memory of him in the harbor of Copenhagen. Andersen's stories have been translated into over 80 languages and served as plays, ballets, picture books and later as successful films.Hans Christian Andersen died on August 4, 1875 in Copenhagen."
Thomas_Mann,"Thomas Mann was probably Germany's most influential author of the 20th
century, receiving the Nobel Prize in Literature in 1929. Born on 6
June 1875 in Lübeck, his family moved to Munich in 1893, where he lived
until 1933 and wrote some of his most successful novels like
""Buddenbrocks"" (1901), ""Death in Venice"" (1912) or ""The Magic Mountain""
(1924). After the Nazi takeover, the humanist and anti-fascist, married
to Katia Pringsheim, daughter of a secular Jewish family, emigrated to
Switzerland, then to Princeton and Pacific Palisades in the United
States, where he finished his great tetra-logy ""Joseph and His
Brothers"" in 1942. Two years later, he became a naturalized US citizen,
but finally returned to Europe in 1952. The famous analyst and critique
of the German and European soul died on 12 August 1955 in Kilberg near
Zurich."
Alexandre_Dumas,"His paternal grandparents were Marie Cessete Dumas (a Haitian slave)
and Marquis Antoine Davy de la Pailleterie. Antoine disapproved of
their son, Thomas-Alexandre, joining the French army under the ""Davy de
la Pailleterie"" name, so Thomas-Alexandre used his mother's surname
instead. He became a valued general of Napoleon, and after he married
the daughter of a local tavern owner, Thomas-Alexandre had a son of his
own. This son was Alexandre Dumas, who became world-famous as the
author of ""The Three Musketeers"" and ""The Count of Monte
Cristo""."
James_Joyce,"Joyce was born at 41 Brighton Square, Rathgar, Dublin, on 2 February 1882. His father invested unwisely, and the family's fortunes declined
steadily. Joyce graduated from University College Dublin (UCD), in 1902. He briefly studied medicine in Paris but his mother's impending death from cancer brought him back to Dublin. In 1904, Joyce began ""Stephen Hero"", which he later re-worked as ""A Portrait of the Artist as a Young Man"". He also met Nora Barnacle, a chambermaid, and on 16 June 1904 they went walking at Ringsend, at the Liffey's mouth; Joyce later chose that date for the events recorded in Ulysses.Having briefly shared a Martello tower at Sandycove, County Dublin, with Oliver St. John Gogarty, he sailed from Dublin with Nora in October 1904. Joyce found work in a language school in Trieste. In 1909, he made two trips to Dublin, to arrange publication
of Dubliners, and to open a short-lived cinema. His last visit was in 1912, when he failed to overcome his publisher's doubts about
Dubliners. In 1914 the book was published in England, and ""A Portrait"" was serialised in a London magazine. With the outbreak of World War I, Joyce moved to Zurich in neutral Switzerland, where, in 1917, he underwent the first of many operations for glaucoma. ""Ulysses"", his
masterpiece, was serialised in New York in 1918-20, but eventually halted by a court action.Joyce returned to Trieste in 1919, then moved to Paris, where, in 1922, ""Ulysses"" was published by Sylvia Beach, owner of a celebrated bookshop. Its portrait of Dublin, and of the Jewish advertisement canvasser Leopold Bloom, revolutionised the novel with its 'stream of consciousness' technique; it was not published in Britain until 1936. In 1923, Joyce began the almost impenetrable ""Finnegans Wake"", which was published in 1939. Joyce and Nora finally married in 1931. In 1940, the couple returned to Zurich, where he died on 13 January 1941, aged 58."
Louis_Ferdinand_Celine,"Louis-Ferdinand Céline was born on 27 May 1894 in Courbevoie, Seine [now Hauts-de-Seine], France. He was a writer and actor, known for Die Nacht (1985), Contes modernes (1979) and Par coeur (1998). He was married to Lucette Almanzor and Edith Follet. He died on 1 July 1961 in Meudon, Seine-et-Oise [now Hauts-de-Seine], France."
